ID	code_num2	code_name	Code_ID	Questionnaire Name (Tool)	Author	Year	Concept	Question	user_id	question_source_id
408	5A4	Perceived Competence	96	SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology	Compeau	1999	Self-Efficacy	I could complete the job using the software if someone showed me how to do it first	0	0
409	5A4	Perceived Competence	96	SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology	Compeau	1999	Self-Efficacy	I could complete the job using the software if I had used similar packages before this one to do the same job	0	0
410	1A	Visuals	7	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software has a very attractive presentation	0	0
411	1B1	Layout	40	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The organisation of the menus or information lists seems quite logical	0	0
412	1B1	Layout	40	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It is easy to see at a glance what the options are at each stage	0	0
413	1B3	Intuitive Use	42	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I sometimes don't know what to do next with this software	0	0
414	1B3	Intuitive Use	42	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It is easy to make the software do exactly what you want	0	0
415	1B4	Number of Steps	43	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Tasks can be performed in a straightforward manner using this software	0	0
416	1B4	Number of Steps	43	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software allows the user to be economic of keystrokes	0	0
417	1B4	Number of Steps	43	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	There are too many steps required to get something to work	0	0
418	1B4	Number of Steps	43	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It is relatively easy to move from one part of a task to another	0	0
419	1C	User Assistance	9	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Either the amount or quality of the help information varies across the system	0	0
420	1C1	Help Menu	44	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I find that the help information given by this software is not very useful	0	0
421	1C2	Manuals	45	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software documentation is very informative	0	0
422	1C4	Error Messages	47	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Error prevention messages are not adequate	0	0
423	1C5	Error Recovery	48	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I feel safer if I use only a few familiar commands or operations	0	0
424	1C5	Error Recovery	48	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software has helped me overcome any problems I have had in using it	0	0
425	1C5A	Error Frequency	103	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I keep having to go back to look at the guides	0	0
426	1C5A	Error Frequency	103	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I have to look for assistance most times when I use this software	0	0
427	1C6	Prompts and Interaction	49	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The instructions and prompts are helpful	0	0
428	1C6	Prompts and Interaction	49	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I sometimes wonder if I'm using the right commands	0	0
429	1C6	Prompts and Interaction	49	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It is obvious that user needs have been fully taken into consideration	0	0
430	1D3	Expected Content	52	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software hasn't always done what I was expecting	0	0
431	1D3	Expected Content	52	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	This software occasionally behaves in a way which can't be understood	0	0
432	1D4	Level of Detail	53	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	There is never enough information on the screen when it's needed	0	0
433	1D8	Clarity	57	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The way that system information is presented is clear and understandable	0	0
434	1D8	Clarity	57	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I can understand and act on the information provided by this software	0	0
435	1E	System Reliability	11	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The software has at some time stopped unexpectedly	0	0
436	1E	System Reliability	11	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	If this software stops, it is not easy to restart it	0	0
437	1F	Speed	12	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	This software responds too slowly to inputs	0	0
438	1F	Speed	12	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	The speed of this software is fast enough	0	0
439	1I	Features	15	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I will never learn to use all that is offered in this software	0	0
440	2A2	Style Compatibility	59	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	This software seems to disrupt the way I normally like to arrange my work	0	0
441	2A5	Flexibility	62	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	This software is awkward when I want to do something which is not standard	0	0
442	2B1	Learning	64	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Learning to operate this software initially is full of problems	0	0
443	2B1	Learning	64	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	There is too much to read before you can use the software	0	0
444	2B1	Learning	64	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Learning how to use new functions is difficult	0	0
445	2B2	Retention	65	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It is easy to forget how to do things with this software	0	0
446	2B2B	Command Memory	108	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	It takes too long to learn the software commands	0	0
447	2D	Ease of Use	19	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Working with this software is mentally stimulating	0	0
448	2D	Ease of Use	19	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Using this software is frustrating	0	0
449	2D	Ease of Use	19	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I think this software has made me have a headache on occasion	0	0
450	2D	Ease of Use	19	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	This software is really very awkward	0	0
451	2D	Ease of Use	19	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Getting data files in and out of the system is not easy	0	0
452	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I would recommend this software to my colleagues	0	0
453	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I enjoy my sessions with this software	0	0
454	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	Working with this software is satisfying	0	0
455	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I think this software is inconsistent	0	0
456	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I would not like to use this software every day	0	0
457	2E2	General Opinion	20	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	There have been times in using this software when I have felt quite tense	0	0
458	5A4	Perceived Competence	96	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I feel in command of this software when I am using it	0	0
459	5A4	Perceived Competence	96	SUMI (Software Usability Measurement Inventory)	Human Factor Research Group	2000	N/A	I prefer to stick to the facilities I know best	0	0
460	4E	Organization Professional Image	30	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Image	People in my organization who use the system have more prestige that those who do not	0	0
461	4E	Organization Professional Image	30	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Image	People in my organization who use the system have a high profile	0	0
462	4E	Organization Professional Image	30	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Image	Having the system is a status symbol in my organization	0	0
463	6	Intention for Use	6	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Intention to Use	Assuming I have access to the system, I intend to use it	0	0
464	6	Intention for Use	6	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Intention to Use	Given that I have access to the system, I predict that I would use it	0	0
465	1D6	Relevant Content	55	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Job Relevance	In my job, usage of the system is relevant	0	0
466	2A3	Job Compatibility	60	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Job Relevance	In my job, usage of the system is important	0	0
467	1D2	Accurate Content	51	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Output Quality	The quality of the output I get from the system is high	0	0
468	1D2	Accurate Content	51	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Output Quality	I have no problem with the quality of the system's output	0	0
469	1B3	Intuitive Use	42	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Ease of Use	I find it easy to get the system to do what I want it to do	0	0
470	2B2A	Memory Loading	107	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Ease of Use	Interacting with the system does not require a lot of my mental effort	0	0
471	2D	Ease of Use	19	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Ease of Use	My interaction with the system is clear and understandable	0	0
472	2D	Ease of Use	19	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Ease of Use	I find the system to be easy to use	0	0
473	2A3	Job Compatibility	60	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Usefulness	I find the system to be useful in my job	0	0
474	3C1	Quantity Output	85	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Usefulness	Using the system in my job improves my productivity	0	0
475	3C2	Quality Output	86	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Usefulness	Using the system improves my performance in my job	0	0
476	3C3	General Efficiency	87	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Perceived Usefulness	Using the system enhances my effectiveness in my job	0	0
477	2C	Perceived Personal Benefit	18	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Result Demonstrability	The results of using the system are apparent to me	0	0
478	2C4	Expression of Benefit	70	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Result Demonstrability	I have no difficulty telling others about the results of using the system	0	0
479	2C4	Expression of Benefit	70	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Result Demonstrability	I believe I could communicate to others the consequences of using the system	0	0
480	2C4	Expression of Benefit	70	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Result Demonstrability	I would have difficulty explaining why using the system may or may not be beneficial	0	0
481	4B	Management Expectations	27	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Subjective Norm	People who influence my behavior think that I should use the system	0	0
482	4B	Management Expectations	27	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Subjective Norm	People who are important to me think that I should use the system	0	0
483	4B	Management Expectations	27	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Voluntariness	My supervisor does not require me to use the system	0	0
484	4D	Voluntariness	29	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Voluntariness	My use of the system is voluntary	0	0
485	4D	Voluntariness	29	TAM2 (Technology Acceptance Model 2)	Venkatesh	2000	Voluntariness	Although it might be helpful, using the system is certainly not compulsory in my job	0	0
486	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Equitable Use	All potential users could use this product in essentially the same way, regardless of differences in their abilities	0	0
487	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Equitable Use	Potential users could use this product without feeling segregated or stigmatized because of differences in personal capabilities	0	0
488	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Equitable Use	Potential users of this product have access to all features of privacy, security, and safety, regardless of personal capabilities	0	0
489	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Equitable Use	This product appeals to all potential users	0	0
490	2A5	Flexibility	62	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Flexibility in Use	Every potential user can find at least one way to use this product effectively	0	0
491	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Flexibility in Use	This product can be used with either the right or left hand alone	0	0
492	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Flexibility in Use	This product facilitates (or does not require) user accuracy and precision	0	0
493	3A2A	Speed	12	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Flexibility in Use	This product can be used at whatever pace (quickly or slowly) the user prefers	0	0
494	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Low Physical Effort	This product can be used comfortably (e.g., without awkward movements or postures)	0	0
495	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Low Physical Effort	This product can be used by someone who is weak or tired	0	0
496	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Low Physical Effort	This product can be used without repeating any motion enough to cause fatigue or pain	0	0
497	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Low Physical Effort	This product can be used without having to rest afterward	0	0
498	1C	User Assistance	9	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Perceptible Information	The features of this product can be clearly described in words (e.g., in instruction manuals or on telephone help lines)	0	0
499	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Perceptible Information	This product can be used without hearing	0	0
500	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Perceptible Information	This product can be used without sight	0	0
501	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Perceptible Information	This product can be used by persons who use assistive devices (e.g., eyeglasses, hearing aids, sign language, or service animals)	0	0
502	1B3	Intuitive Use	42	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Simple and Intuitive Use	An untrained person could use this product without instructions	0	0
503	1B3	Intuitive Use	42	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Simple and Intuitive Use	The most important features of this product are the most obvious	0	0
504	1B3A	Intuitive Wording	100	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Simple and Intuitive Use	Any potential user can understand the language used in this product	0	0
505	1C6	Prompts and Interaction	49	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Simple and Intuitive Use	This product provides feedback to the user	0	0
506	2D	Ease of Use	19	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Simple and Intuitive Use	This product is as simple and straightforward as it can be	0	0
507	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Size and Space for Approach and Use	It is easy for a person of any size to see all the important elements of this product from any position (e.g., standing or seated)	0	0
508	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Size and Space for Approach and Use	It is easy for a person of any size to reach all the important elements of this product from any position (e.g., standing or seated)	0	0
509	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Size and Space for Approach and Use	This product can be used by a person with hands of any size	0	0
510	3A2	Accessibility	78	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Size and Space for Approach and Use	There is enough space to use this product with devices or assistance (e.g., wheelchair, oxygen tank, or service animal)	0	0
511	1B3B	Intuitive Formatting	101	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Tolerance for Error	Product features are arranged according to their importance	0	0
512	1C4	Error Messages	47	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Tolerance for Error	This product draws the user's attention to errors or hazards	0	0
513	1C5	Error Recovery	48	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Tolerance for Error	If the user makes a mistake with this product, it won't cause damage or injure the user	0	0
514	1C6	Prompts and Interaction	49	UDPM (Universal Design Performance Measures)	Center for Universal Design	2000	Tolerance for Error	This product prompts the user to pay attention during critical tasks	0	0
515	4F1	Organization Time Cost	92	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	(Eliminated)	Only one person at a time can download for the computer and, therefore, staff efficiency is inhibited	0	0
516	3B4	Quality Care	82	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computerization of nursing data offers nurses a remarkable opportunity to improve patient care	0	0
517	3B4	Quality Care	82	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computers cause nurses to give less time to quality patient care	0	0
518	3B4	Quality Care	82	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computer use in the home will improve the quality of nurse-patient interaction	0	0
519	3B5	Time on Patient	83	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computers allow the nurse more time for the professional tasks for which he or she is trained	0	0
520	3B5	Time on Patient	83	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Paperwork for nurses can be greatly reduced by the use of computers	0	0
521	3B5	Time on Patient	83	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computers save repeated documentation and allow the nursing staff to become more efficient	0	0
522	3C4	Easier Work	88	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Nurses' Work	Computers make nurses' jobs easier	0	0
523	2A4	Task Compatibility	61	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	Nursing data do not lend themselves to computers	0	0
524	2E1	Total Benefit	71	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	The increased amount of time spent using a computer is out of proportion to the benefits	0	0
525	4F	Perceived Costs	31	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	A computer increases costs by increasing the nurses' workload	0	0
526	4F	Perceived Costs	31	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	Part of the increase in healthcare costs is because of computers	0	0
527	4F1	Organization Time Cost	92	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	Orientation for new employees will take longer because of computers, and, therefore, unnecessary work delays occur	0	0
528	5A2C	Job Security	113	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Perceived Barriers	The more computers in an agency, the fewer jobs for employees.	0	0
529	3B6	Communication Impacts	84	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Security Issues	Computers cause a decrease in communication between intake and billing departments	0	0
530	5A2A	Legality	111	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Security Issues	Because of computers, nurses will face more lawsuits	0	0
531	5A2B	Privacy	112	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Security Issues	Computers represent a violation of patient confidentiality	0	0
532	5A2B	Privacy	112	NATC (Nurses' Attitudes Toward Computers)	Stricklin	2003	Security Issues	Computers contain too much personal patient data to be widely available	0	0
533	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Anxiety	I feel apprehensive about using the system	0	0
534	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Anxiety	It scares me to think that I could lose a lot of information using the system by hitting the wrong key	0	0
535	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Anxiety	I hesitate to use the system for fear of making mistakes I cannot correct	0	0
536	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Anxiety	The system is somewhat intimidating to me	0	0
537	2E2	General Opinion	20	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Attitude toward using Technology	Using the system is a bad/good idea	0	0
538	2E2	General Opinion	20	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Attitude toward using Technology	The system makes work more interesting	0	0
539	2E2	General Opinion	20	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Attitude toward using Technology	Working with the system is fun	0	0
540	2E2	General Opinion	20	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Attitude toward using Technology	I like working with the system	0	0
541	6	Intention for Use	6	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Behavioral Intention to Use the System	I intend to use the system in the next <n> months	0	0
542	6	Intention for Use	6	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Behavioral Intention to Use the System	I predict I would use the system in the next <n> months	0	0
543	6	Intention for Use	6	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Behavioral Intention to Use the System	I plan to use the system in the next <n> months	0	0
544	2B1	Learning	64	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Effort Expectancy	It would be easy for me to become skillful at using the system	0	0
545	2B1	Learning	64	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Effort Expectancy	Learning to operate the system is easy for me	0	0
546	2D	Ease of Use	19	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Effort Expectancy	My interaction with the system would be clear and understandable	0	0
547	2D	Ease of Use	19	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Effort Expectancy	I would find the system easy to use	0	0
548	1C	User Assistance	9	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Facilitating Conditions	I have the resources necessary to use the system	0	0
549	1C	User Assistance	9	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Facilitating Conditions	A specific person (or group) is available for assistance with system difficulties	0	0
550	2A	Compatibility	16	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Facilitating Conditions	The system is not compatible with other systems I use	0	0
551	2B3	Adaptation to Skill Level	66	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Facilitating Conditions	I have the knowledge necessary to use the system	0	0
552	2C3	Professional Image	69	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Performance Expectancy	If I use the system, I will increase my chances of getting a raise	0	0
553	2E2	General Opinion	20	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Performance Expectancy	I would find the system useful in my job	0	0
554	3C3	General Efficiency	87	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Performance Expectancy	Using the system enables me to accomplish tasks more quickly	0	0
555	3C3	General Efficiency	87	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Performance Expectancy	Using the system increases my productivity	0	0
556	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Self-efficacy	I could complete a job or task using the system if there was no one around to tell me what to do as I go	0	0
557	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Self-efficacy	I could complete a job or task using the system if I could call someone for help if I got stuck	0	0
558	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Self-efficacy	I could complete a job or task using the system if I had a lot of time to complete the job for which the software was provided	0	0
559	5A4	Perceived Competence	96	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Self-efficacy	I could complete a job or task using the system if I had just the built-in help facility for assistance	0	0
560	4A	Organizational Goals	26	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Social Influence	The senior management of this business has been helpful in the use of the system	0	0
561	4A	Organizational Goals	26	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Social Influence	In general, the organization has supported the use of the system	0	0
562	4B	Management Expectations	27	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Social Influence	People who influence my behavior think that I should use the system	0	0
563	4B	Management Expectations	27	UTAUT (Unified Theory of Acceptance and Use of Technology)	Venkatesh	2003	Social Influence	People who are important to me think that I should use the system	0	0
564	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT will be a (bad idea-good idea)	0	0
565	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT will be a (foolish move-wise move)	0	0
566	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT will be a (negative step-positive step)	0	0
567	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT will be a (ineffective idea-effective idea)	0	0
568	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT is a (bad idea-good idea)	0	0
569	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT is a (foolish move-wise move)	0	0
570	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT is a (negative step-positive step)	0	0
571	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Attitude	All things considered, using CBT is a (ineffective idea-effective idea)	0	0
572	2A3	Job Compatibility	60	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Disconfirmation	Compared to my initial expectations the ability of CBT to be useful for my studies was (much worse than expected-much better than expected)	0	0
573	3C1	Quantity Output	85	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Disconfirmation	Compared to my initial expectations the ability of CBT to increase my productivity was (much worse than expected-much better than expected)	0	0
574	3C2	Quality Output	86	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Disconfirmation	Compared to my initial expectations the ability of CBT to improve my performance was (much worse than expected-much better than expected)	0	0
575	3C3	General Efficiency	87	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Disconfirmation	Compared to my initial expectations the ability of CBT to enhance my effectiveness was (much worse than expected-much better than expected)	0	0
576	6	Intention for Use	6	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Intention	I plan to continue using CBT to learn about new technologies (strongly disagree-strongly agree)	0	0
577	6	Intention for Use	6	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Intention	I intend to continue using CBT to learn new software skills (strongly disagree-strongly agree)	0	0
578	6	Intention for Use	6	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Intention	I plan to continue using CBT after this class (strongly disagree-strongly agree)	0	0
579	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Satisfaction	I am (extremely displeased-extremely pleased) with my use of CBT	0	0
580	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Satisfaction	I am (extremely frustrated-extremely contented) with my use of CBT	0	0
581	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Satisfaction	I am (extremely terrible-extremely delighted) with my use of CBT	0	0
582	2E4	Scales	74	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Satisfaction	I am (extremely dissatisfied-extremely satisfied) with my use of CBT	0	0
583	2A3	Job Compatibility	60	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	CBT will be useful for my studies (strongly disagree-strongly agree)	0	0
584	2A3	Job Compatibility	60	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	I find CBT to be useful for my studies (strongly disagree-strongly agree)	0	0
585	3C1	Quantity Output	85	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	Using CBT will increase my productivity (strongly disagree-strongly agree)	0	0
586	3C1	Quantity Output	85	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	Using CBT increases my productivity (strongly disagree-strongly agree)	0	0
587	3C2	Quality Output	86	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	Using CBT will improve my performance (strongly disagree-strongly agree)	0	0
588	3C2	Quality Output	86	Changes in Belief and Attitude toward IT	Bhattacherjee	2004	Usefulness	Using CBT improves my performance (strongly disagree-strongly agree)	0	0
